id,nama,email,tanggal_lahir,bulan_lahir,total_belanja,kota
47211,Manabe Nodoka,manabe.nodoka@gmail.com,1997-05-07,5,16890629,Kobe
47212,Tanaka Asuka,tanaka.asuka@gmail.com,2008-11-25,11,17137397,Hakone
47213,Eren Yeager,eren.yeager@gmail.com,1983-11-25,11,29526408,Yokohama
47214,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,1983-05-24,5,9745142,Yokohama
47215,Hange Zoe,hange.zoe@gmail.com,1991-01-02,1,16506477,Osaka
47216,Jean Kirstein,jean.kirstein@gmail.com,1999-01-07,1,33122206,Shinjuku
47217,Wendy Marvell,wendy.marvell@gmail.com,1991-06-24,6,411300,Kobe
47218,Igneel Dragneel,igneel.dragneel@gmail.com,1994-08-27,8,3503558,Akihabara
47219,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1997-09-16,9,16657795,Sapporo
47220,Makise Kurisu,makise.kurisu@gmail.com,1982-08-25,8,20564838,Sendai
47221,Megure Juzo,megure.juzo@gmail.com,1992-12-05,12,25051990,Kobe
47222,Haibara Ai,haibara.ai@gmail.com,1985-02-26,2,13587432,Tokyo
47223,Erza Scarlet,erza.scarlet@gmail.com,1983-07-14,7,27659797,Sendai
47224,Goto Hazuki,goto.hazuki@gmail.com,2001-12-13,12,26782117,Nagoya
47225,Sasha Blouse,sasha.blouse@gmail.com,2007-02-26,2,3471574,Hakone
47226,Sera Masumi,sera.masumi@gmail.com,2003-07-21,7,18099053,Shibuya
47227,Saito Sumire,saito.sumire@gmail.com,1987-10-25,10,5727447,Beika
47228,Kasashima Nozomi,kasashima.nozomi@gmail.com,1990-11-19,11,9049956,Shibuya
47229,Ronove,ronove@gmail.com,1987-08-15,8,11977892,Beika
47230,Toyama Kazuha,toyama.kazuha@gmail.com,2008-10-27,10,1440657,Yokohama
47231,Hakuba Saguru,hakuba.saguru@gmail.com,1982-09-17,9,47778850,Rokkenjima
47232,Akiyama Mio,akiyama.mio@gmail.com,2000-04-26,4,49186583,Nagoya
47233,Kousaka Reina,kousaka.reina@gmail.com,1986-08-17,8,17341430,Fukuoka
47234,Edogawa Conan,edogawa.conan@gmail.com,1983-09-26,9,22120831,Yokohama
47235,Gray Fullbuster,gray.fullbuster@gmail.com,1983-10-15,10,46116075,Fukuoka
47236,Amane Suzuha,amane.suzuha@gmail.com,1984-06-18,6,49615031,Magnolia
47237,Hirasawa Yui,hirasawa.yui@gmail.com,1994-04-02,4,17818566,Kobe
47238,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1994-10-17,10,12017599,Nagoya
47239,Manabe Nodoka,manabe.nodoka@gmail.com,1987-09-15,9,33302974,Shinjuku
47240,Goto Hazuki,goto.hazuki@gmail.com,1982-11-04,11,12270678,Magnolia
47241,Saito Sumire,saito.sumire@gmail.com,2009-05-20,5,18053154,Rokkenjima
47242,Sera Masumi,sera.masumi@gmail.com,1987-08-05,8,38677390,Yokohama
47243,Gray Fullbuster,gray.fullbuster@gmail.com,2000-04-02,4,27584338,Kyoto
47244,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,1995-06-04,6,41189491,Shinjuku
47245,Ushiromiya Eva,ushiromiya.eva@gmail.com,1998-02-10,2,17647290,Magnolia
47246,Sasha Blouse,sasha.blouse@gmail.com,1982-11-28,11,43852004,Fukuoka
47247,Connie Springer,connie.springer@gmail.com,2007-08-12,8,11512080,Magnolia
47248,Makise Kurisu,makise.kurisu@gmail.com,1986-03-23,3,15613432,Sapporo
47249,Saito Sumire,saito.sumire@gmail.com,1989-05-15,5,6321657,Sapporo
47250,Elfman Strauss,elfman.strauss@gmail.com,2004-12-18,12,2085239,Ikebukuro
47251,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1983-09-14,9,23963892,Osaka
47252,Reiner Braun,reiner.braun@gmail.com,1994-04-13,4,15803146,Ikebukuro
47253,Edogawa Conan,edogawa.conan@gmail.com,1981-12-17,12,35875577,Beika
47254,Rogue Oro,rogue.oro@gmail.com,1998-04-05,4,13679657,Yokohama
47255,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1980-01-26,1,39167810,Uji
47256,Eren Yeager,eren.yeager@gmail.com,1983-12-07,12,24507250,Shinjuku
47257,Lucy Heartfilia,lucy.heartfilia@gmail.com,2001-04-24,4,23703705,Sapporo
47258,Lisanna Strauss,lisanna.strauss@gmail.com,2005-06-02,6,16135069,Nagoya
47259,Tainaka Ritsu,tainaka.ritsu@gmail.com,1981-03-19,3,8330443,Osaka
47260,Nakano Azusa,nakano.azusa@gmail.com,1988-09-27,9,17476712,Osaka
47261,Kato Yuko,kato.yuko@gmail.com,1992-12-20,12,22383751,Osaka
47262,Haibara Ai,haibara.ai@gmail.com,1990-07-22,7,35631234,Shibuya
47263,Hirasawa Yui,hirasawa.yui@gmail.com,2007-12-09,12,37741111,Sapporo
47264,Lisanna Strauss,lisanna.strauss@gmail.com,2009-10-25,10,16916397,Tokyo
47265,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1997-09-03,9,49118850,Sapporo
47266,Wendy Marvell,wendy.marvell@gmail.com,2002-10-25,10,49313716,Fukuoka
47267,Chiba Kazunobu,chiba.kazunobu@gmail.com,1984-06-05,6,24358413,Rokkenjima
47268,Kudo Shinichi,kudo.shinichi@gmail.com,1980-12-01,12,1638701,Sapporo
47269,Ushiromiya Battler,ushiromiya.battler@gmail.com,1989-05-25,5,49153951,Hakone
47270,Farah Nae,farah.nae@gmail.com,1988-08-23,8,38858771,Shibuya
47271,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,2009-11-24,11,34089273,Fukuoka
47272,Gray Fullbuster,gray.fullbuster@gmail.com,1994-10-20,10,10296834,Rokkenjima
47273,Ushiromiya Ange,ushiromiya.ange@gmail.com,2002-06-24,6,38428323,Hakone
47274,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,2000-02-10,2,18317602,Uji
47275,Virgilia,virgilia@gmail.com,1984-03-23,3,44389598,Rokkenjima
47276,Makise Kurisu,makise.kurisu@gmail.com,1992-09-15,9,32988852,Rokkenjima
47277,Connie Springer,connie.springer@gmail.com,1995-05-22,5,35727480,Magnolia
47278,Saito Sumire,saito.sumire@gmail.com,2002-08-09,8,5631788,Rokkenjima
47279,Hashida Itaru,hashida.itaru@gmail.com,1999-11-06,11,1751524,Sapporo
47280,Chiba Kazunobu,chiba.kazunobu@gmail.com,1999-07-08,7,30422627,Tokyo
47281,Levi Ackerman,levi.ackerman@gmail.com,2008-05-14,5,22445022,Akihabara
47282,Kousaka Reina,kousaka.reina@gmail.com,1986-07-19,7,15031375,Fukuoka
47283,Virgilia,virgilia@gmail.com,2009-11-20,11,36560223,Nagoya
47284,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2007-05-05,5,45197438,Shibuya
47285,Manabe Nodoka,manabe.nodoka@gmail.com,2002-09-09,9,39981483,Sapporo
47286,Makise Kurisu,makise.kurisu@gmail.com,2000-11-08,11,4737795,Kyoto
47287,Akai Shuichi,akai.shuichi@gmail.com,2006-01-02,1,44984228,Sendai
47288,Kousaka Reina,kousaka.reina@gmail.com,2004-04-16,4,25725592,Sendai
47289,Haibara Ai,haibara.ai@gmail.com,1989-09-15,9,35909214,Shibuya
47290,Ushiromiya Maria,ushiromiya.maria@gmail.com,1989-07-26,7,9446314,Ikebukuro
47291,Saito Sumire,saito.sumire@gmail.com,1998-05-01,5,29011705,Fukuoka
47292,Lucy Heartfilia,lucy.heartfilia@gmail.com,1983-04-27,4,4082061,Sapporo
47293,Miyano Shiho,miyano.shiho@gmail.com,2006-05-06,5,36123519,Tokyo
47294,Kato Yuko,kato.yuko@gmail.com,1998-09-13,9,46536448,Kobe
47295,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,1994-04-07,4,13316582,Shinjuku
47296,Edogawa Conan,edogawa.conan@gmail.com,1991-10-16,10,12167036,Shinjuku
47297,Hakuba Saguru,hakuba.saguru@gmail.com,2008-11-26,11,30057662,Shinjuku
47298,Ushiromiya Battler,ushiromiya.battler@gmail.com,2008-08-25,8,33504583,Uji
47299,Kuroba Kaito,kuroba.kaito@gmail.com,1985-05-14,5,34845176,Ikebukuro
47300,Juvia Lockser,juvia.lockser@gmail.com,1981-02-06,2,1342728,Tokyo
47301,Reiner Braun,reiner.braun@gmail.com,2004-08-17,8,29575849,Akihabara
47302,Miyano Shiho,miyano.shiho@gmail.com,1986-03-16,3,14358927,Shibuya
47303,Yamamura Misao,yamamura.misao@gmail.com,1989-12-05,12,7891044,Sapporo
47304,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2005-05-18,5,1255226,Kyoto
47305,Kawashima Sapphire,kawashima.sapphire@gmail.com,2006-04-16,4,6205246,Beika
47306,Eren Yeager,eren.yeager@gmail.com,2009-04-12,4,29664240,Rokkenjima
47307,Virgilia,virgilia@gmail.com,2007-02-08,2,37935185,Akihabara
47308,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1983-08-25,8,36035721,Shinjuku
47309,Natsu Dragneel,natsu.dragneel@gmail.com,1991-02-26,2,21444273,Kobe
47310,Takagi Wataru,takagi.wataru@gmail.com,1998-04-14,4,23526924,Yokohama
47311,Farah Nae,farah.nae@gmail.com,2007-11-11,11,45984777,Ikebukuro
47312,Akai Shuichi,akai.shuichi@gmail.com,1986-05-15,5,48943629,Hakone
47313,Goto Hazuki,goto.hazuki@gmail.com,2008-09-10,9,21949122,Rokkenjima
47314,Kiryuu Moeka,kiryuu.moeka@gmail.com,1995-12-05,12,26383755,Kobe
47315,Juvia Lockser,juvia.lockser@gmail.com,1997-12-16,12,42910914,Uji
47316,Sato Miwako,sato.miwako@gmail.com,2000-08-06,8,18037690,Hakone
47317,Virgilia,virgilia@gmail.com,1999-11-09,11,4267897,Osaka
47318,Megure Juzo,megure.juzo@gmail.com,2009-12-16,12,12011215,Sapporo
47319,Tanaka Asuka,tanaka.asuka@gmail.com,1980-02-26,2,19230834,Ikebukuro
47320,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1997-07-12,7,7936907,Hakone
47321,Sasha Blouse,sasha.blouse@gmail.com,1984-04-04,4,49400355,Sendai
47322,Gray Fullbuster,gray.fullbuster@gmail.com,1989-01-23,1,22747213,Tokyo
47323,Toyama Kazuha,toyama.kazuha@gmail.com,1984-11-11,11,28918913,Ikebukuro
47324,Historia Reiss,historia.reiss@gmail.com,2005-07-26,7,24529192,Sendai
47325,Kiryuu Moeka,kiryuu.moeka@gmail.com,2004-05-08,5,37371902,Akihabara
47326,Natsu Dragneel,natsu.dragneel@gmail.com,2001-07-20,7,45054426,Kobe
47327,Toyama Kazuha,toyama.kazuha@gmail.com,1997-03-27,3,44952529,Kyoto
47328,Elfman Strauss,elfman.strauss@gmail.com,2006-03-01,3,37461934,Magnolia
47329,Ushiromiya Battler,ushiromiya.battler@gmail.com,1997-08-05,8,14061016,Kobe
47330,Sting Eucliffe,sting.eucliffe@gmail.com,1996-01-08,1,9965710,Beika
47331,Levi Ackerman,levi.ackerman@gmail.com,1992-01-06,1,18790986,Shinjuku
47332,Sasha Blouse,sasha.blouse@gmail.com,1992-06-05,6,10702058,Kyoto
47333,Kato Yuko,kato.yuko@gmail.com,1995-06-13,6,25862483,Sendai
47334,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,1989-02-17,2,26404735,Hakone
47335,Jean Kirstein,jean.kirstein@gmail.com,1983-01-01,1,3209562,Nagoya
47336,Ronove,ronove@gmail.com,2004-09-22,9,21850021,Beika
47337,Gray Fullbuster,gray.fullbuster@gmail.com,2007-08-22,8,862603,Kyoto
47338,Ushiromiya Ange,ushiromiya.ange@gmail.com,1983-07-01,7,46319939,Akihabara
47339,Kuroba Kaito,kuroba.kaito@gmail.com,1989-02-18,2,10395246,Shinjuku
47340,Hijiri Kanade,hijiri.kanade@gmail.com,2001-02-18,2,38813167,Yokohama
47341,Yamamura Misao,yamamura.misao@gmail.com,1992-02-15,2,17692975,Shinjuku
47342,Reiner Braun,reiner.braun@gmail.com,1987-11-09,11,35801656,Shibuya
47343,Oumae Kumiko,oumae.kumiko@gmail.com,1987-06-21,6,18668439,Tokyo
47344,Hakuba Saguru,hakuba.saguru@gmail.com,1984-04-13,4,49894124,Fukuoka
47345,Lisanna Strauss,lisanna.strauss@gmail.com,1995-05-14,5,14642832,Sapporo
47346,Amane Suzuha,amane.suzuha@gmail.com,1994-12-16,12,33491324,Sendai
47347,Farah Nae,farah.nae@gmail.com,1998-06-05,6,43879242,Uji
47348,Takagi Wataru,takagi.wataru@gmail.com,2000-08-06,8,35148967,Shibuya
47349,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1983-09-10,9,7246562,Sapporo
47350,Bertolt Hoover,bertolt.hoover@gmail.com,1991-07-11,7,41698006,Magnolia
47351,Zeke Yeager,zeke.yeager@gmail.com,1986-10-21,10,4851504,Sendai
47352,Hashida Itaru,hashida.itaru@gmail.com,1992-05-24,5,18070954,Beika
47353,Hashida Itaru,hashida.itaru@gmail.com,1991-01-07,1,46468485,Ikebukuro
47354,Annie Leonhart,annie.leonhart@gmail.com,1980-08-10,8,12294679,Akihabara
47355,Makise Kurisu,makise.kurisu@gmail.com,2002-07-13,7,28692738,Magnolia
47356,Eren Yeager,eren.yeager@gmail.com,2000-12-08,12,35354439,Yokohama
47357,Suzuki Jun,suzuki.jun@gmail.com,1994-02-20,2,7999908,Fukuoka
47358,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2001-01-09,1,43673706,Uji
47359,Kousaka Reina,kousaka.reina@gmail.com,1998-09-01,9,34308691,Uji
47360,Reiner Braun,reiner.braun@gmail.com,2007-05-20,5,47119394,Beika
47361,Historia Reiss,historia.reiss@gmail.com,2008-04-09,4,40389119,Uji
47362,Sasha Blouse,sasha.blouse@gmail.com,2004-10-05,10,43572357,Sendai
47363,Miyano Shiho,miyano.shiho@gmail.com,1989-09-08,9,32676279,Magnolia
47364,Rogue Oro,rogue.oro@gmail.com,1991-03-25,3,4996255,Tokyo
47365,Hashida Itaru,hashida.itaru@gmail.com,2007-05-06,5,42769508,Sapporo
47366,Takagi Wataru,takagi.wataru@gmail.com,2005-09-12,9,16819335,Kyoto
47367,Kuroba Kaito,kuroba.kaito@gmail.com,1988-07-14,7,26448489,Shinjuku
47368,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,1994-05-26,5,10062452,Kobe
47369,Reiner Braun,reiner.braun@gmail.com,2003-02-02,2,13155528,Nagoya
47370,Hashida Itaru,hashida.itaru@gmail.com,1985-12-27,12,4805528,Sapporo
47371,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1991-04-26,4,37998065,Kyoto
47372,Hattori Heiji,hattori.heiji@gmail.com,1992-06-12,6,22301369,Uji
47373,Yamamura Misao,yamamura.misao@gmail.com,1980-04-13,4,33259570,Uji
47374,Zeke Yeager,zeke.yeager@gmail.com,2002-06-22,6,13173850,Akihabara
47375,Farah Nae,farah.nae@gmail.com,1996-05-04,5,37143783,Yokohama
47376,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1997-01-15,1,31674750,Uji
47377,Hakuba Saguru,hakuba.saguru@gmail.com,2002-06-14,6,29956375,Tokyo
47378,Urushibara Ruka,urushibara.ruka@gmail.com,1998-12-11,12,6627255,Osaka
47379,Makise Kurisu,makise.kurisu@gmail.com,1987-11-02,11,27506584,Sendai
47380,Nakano Azusa,nakano.azusa@gmail.com,1988-12-18,12,48997496,Beika
47381,Lisanna Strauss,lisanna.strauss@gmail.com,2009-01-03,1,3370710,Hakone
47382,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,2002-02-25,2,34034514,Kobe
47383,Ronove,ronove@gmail.com,1998-07-26,7,35859134,Hakone
47384,Natsu Dragneel,natsu.dragneel@gmail.com,1988-10-15,10,5472236,Magnolia
47385,Chiba Kazunobu,chiba.kazunobu@gmail.com,1987-10-02,10,12425036,Beika
47386,Megure Juzo,megure.juzo@gmail.com,1999-07-13,7,13917714,Beika
47387,Mouri Ran,mouri.ran@gmail.com,1995-04-05,4,32569400,Rokkenjima
47388,Urushibara Ruka,urushibara.ruka@gmail.com,1996-01-13,1,33595514,Magnolia
47389,Yamamura Misao,yamamura.misao@gmail.com,1998-12-10,12,28195876,Kobe
47390,Oumae Kumiko,oumae.kumiko@gmail.com,1983-04-21,4,21945279,Hakone
47391,Megure Juzo,megure.juzo@gmail.com,2008-10-02,10,8734,Hakone
47392,Ushiromiya Maria,ushiromiya.maria@gmail.com,1987-11-26,11,39219004,Kyoto
47393,Yoshii Junna,yoshii.junna@gmail.com,1988-12-20,12,3558496,Yokohama
47394,Connie Springer,connie.springer@gmail.com,2004-01-16,1,30929404,Rokkenjima
47395,Reiner Braun,reiner.braun@gmail.com,1980-08-14,8,34161660,Shinjuku
47396,Sato Miwako,sato.miwako@gmail.com,1989-10-22,10,20063094,Kyoto
47397,Lucy Heartfilia,lucy.heartfilia@gmail.com,2001-02-14,2,43026245,Osaka
47398,Kudo Shinichi,kudo.shinichi@gmail.com,1980-08-08,8,10542867,Yokohama
47399,Yamamura Misao,yamamura.misao@gmail.com,2008-11-27,11,5305826,Yokohama
47400,Makise Kurisu,makise.kurisu@gmail.com,1987-06-24,6,41339351,Sendai
47401,Kudo Shinichi,kudo.shinichi@gmail.com,2002-08-18,8,15156221,Sapporo
47402,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,1984-01-07,1,1228768,Kobe
47403,Kuroba Kaito,kuroba.kaito@gmail.com,2002-02-20,2,18469672,Hakone
47404,Takagi Wataru,takagi.wataru@gmail.com,1990-06-18,6,7040348,Shinjuku
47405,Yokomizo Jugo,yokomizo.jugo@gmail.com,1997-05-09,5,38406107,Shinjuku
47406,Zeke Yeager,zeke.yeager@gmail.com,1995-02-03,2,3934920,Uji
47407,Eren Yeager,eren.yeager@gmail.com,2000-08-22,8,37281214,Shinjuku
47408,Sera Masumi,sera.masumi@gmail.com,2003-07-22,7,11478867,Beika
47409,Elfman Strauss,elfman.strauss@gmail.com,2000-09-09,9,24834413,Tokyo
47410,Yamamura Misao,yamamura.misao@gmail.com,1984-05-12,5,26827682,Yokohama
47411,Erza Scarlet,erza.scarlet@gmail.com,1985-11-04,11,1264927,Magnolia
47412,Kato Yuko,kato.yuko@gmail.com,1999-07-11,7,7244732,Shinjuku
47413,Lucy Heartfilia,lucy.heartfilia@gmail.com,2000-08-11,8,28332981,Sendai
47414,Edogawa Conan,edogawa.conan@gmail.com,2002-12-02,12,47318200,Kobe
47415,Elfman Strauss,elfman.strauss@gmail.com,2003-06-07,6,11147434,Fukuoka
47416,Megure Juzo,megure.juzo@gmail.com,1982-01-04,1,13708388,Sendai
47417,Sato Miwako,sato.miwako@gmail.com,2001-10-02,10,35541919,Uji
47418,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1981-06-01,6,39326535,Shibuya
47419,Reiner Braun,reiner.braun@gmail.com,2001-09-09,9,29850558,Yokohama
47420,Kisaki Eri,kisaki.eri@gmail.com,2002-11-05,11,36464054,Akihabara
47421,Sasha Blouse,sasha.blouse@gmail.com,1998-10-25,10,40792227,Magnolia
47422,Amuro Tooru,amuro.tooru@gmail.com,1990-03-03,3,46951399,Uji
47423,Shiina Mayuri,shiina.mayuri@gmail.com,1998-07-09,7,7417266,Nagoya
47424,Amuro Tooru,amuro.tooru@gmail.com,1997-08-28,8,40536617,Sapporo
47425,Reiner Braun,reiner.braun@gmail.com,1999-11-19,11,38029691,Hakone
47426,Yoshii Junna,yoshii.junna@gmail.com,1997-07-09,7,25490900,Beika
47427,Yokomizo Jugo,yokomizo.jugo@gmail.com,1980-10-08,10,27647048,Kyoto
47428,Oumae Kumiko,oumae.kumiko@gmail.com,1991-03-10,3,23391154,Shibuya
47429,Haibara Ai,haibara.ai@gmail.com,1988-09-20,9,35565878,Akihabara
47430,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,2001-02-02,2,31378060,Rokkenjima
47431,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,1986-09-19,9,13301171,Kobe
47432,Lucy Heartfilia,lucy.heartfilia@gmail.com,2002-02-25,2,29665739,Sendai
47433,Kawashima Sapphire,kawashima.sapphire@gmail.com,2003-02-25,2,40292579,Osaka
47434,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1987-05-11,5,13931315,Osaka
47435,Miyano Shiho,miyano.shiho@gmail.com,1993-10-27,10,16963384,Uji
47436,Haibara Ai,haibara.ai@gmail.com,1982-07-21,7,32967423,Kyoto
47437,Ushiromiya Battler,ushiromiya.battler@gmail.com,1987-12-13,12,40569494,Uji
47438,Shiina Mayuri,shiina.mayuri@gmail.com,1986-11-02,11,48885702,Kyoto
47439,Edogawa Conan,edogawa.conan@gmail.com,1986-11-14,11,43347962,Shibuya
47440,Ronove,ronove@gmail.com,1999-06-20,6,27121595,Osaka
47441,Tainaka Ritsu,tainaka.ritsu@gmail.com,2000-02-25,2,20639371,Nagoya
47442,Amane Suzuha,amane.suzuha@gmail.com,1984-04-28,4,29395158,Ikebukuro
47443,Chiba Kazunobu,chiba.kazunobu@gmail.com,1988-02-09,2,21963210,Fukuoka
47444,Edogawa Conan,edogawa.conan@gmail.com,1981-09-16,9,36305172,Sendai
47445,Kawashima Sapphire,kawashima.sapphire@gmail.com,1999-04-17,4,13902066,Sapporo
47446,Virgilia,virgilia@gmail.com,1996-06-05,6,37648306,Shibuya
47447,Tainaka Ritsu,tainaka.ritsu@gmail.com,2003-01-09,1,6811436,Shinjuku
47448,Igneel Dragneel,igneel.dragneel@gmail.com,1983-11-13,11,23723599,Fukuoka
47449,Haibara Ai,haibara.ai@gmail.com,1986-10-16,10,41282594,Kyoto
47450,Gajeel Redfox,gajeel.redfox@gmail.com,2001-07-20,7,11339757,Shinjuku
47451,Armin Arlert,armin.arlert@gmail.com,2004-03-16,3,218101,Kobe
47452,Erza Scarlet,erza.scarlet@gmail.com,2006-09-10,9,37601562,Shinjuku
47453,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1995-10-23,10,10235247,Magnolia
47454,Gray Fullbuster,gray.fullbuster@gmail.com,2007-02-11,2,20250848,Akihabara
47455,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,1981-12-16,12,28298207,Tokyo
47456,Bertolt Hoover,bertolt.hoover@gmail.com,1999-12-08,12,38955831,Yokohama
47457,Natsu Dragneel,natsu.dragneel@gmail.com,2003-03-04,3,10966687,Yokohama
47458,Bertolt Hoover,bertolt.hoover@gmail.com,2009-06-02,6,19263388,Uji
47459,Mikasa Ackerman,mikasa.ackerman@gmail.com,1995-08-15,8,38086060,Hakone
47460,Erwin Smith,erwin.smith@gmail.com,2002-12-10,12,31923740,Kobe
47461,Kousaka Reina,kousaka.reina@gmail.com,1996-02-28,2,25695747,Fukuoka
47462,Virgilia,virgilia@gmail.com,2001-12-09,12,30814281,Hakone
47463,Jean Kirstein,jean.kirstein@gmail.com,2002-04-28,4,38277090,Rokkenjima
47464,Yoshii Junna,yoshii.junna@gmail.com,1993-11-19,11,17956961,Akihabara
47465,Yamamura Misao,yamamura.misao@gmail.com,2003-07-14,7,28968617,Kobe
47466,Manabe Nodoka,manabe.nodoka@gmail.com,1984-02-14,2,21491111,Akihabara
47467,Gray Fullbuster,gray.fullbuster@gmail.com,1986-05-25,5,9579939,Fukuoka
47468,Annie Leonhart,annie.leonhart@gmail.com,2001-10-19,10,5376134,Shibuya
47469,Lucy Heartfilia,lucy.heartfilia@gmail.com,2002-07-12,7,2004658,Uji
47470,Elfman Strauss,elfman.strauss@gmail.com,1982-08-08,8,13802015,Nagoya
47471,Ushiromiya Ange,ushiromiya.ange@gmail.com,1993-04-01,4,5079176,Uji
47472,Yamamura Misao,yamamura.misao@gmail.com,2005-12-01,12,14938884,Fukuoka
47473,Juvia Lockser,juvia.lockser@gmail.com,1988-01-28,1,26943615,Osaka
47474,Kiryuu Moeka,kiryuu.moeka@gmail.com,1993-05-25,5,6083030,Kobe
47475,Hattori Heiji,hattori.heiji@gmail.com,2006-01-26,1,47325145,Ikebukuro
47476,Kato Yuko,kato.yuko@gmail.com,1981-09-09,9,49531193,Kobe
47477,Wendy Marvell,wendy.marvell@gmail.com,1994-03-22,3,44847802,Yokohama
47478,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,2009-04-05,4,6643491,Kyoto
47479,Yokomizo Jugo,yokomizo.jugo@gmail.com,1992-04-28,4,14832697,Uji
47480,Yokomizo Jugo,yokomizo.jugo@gmail.com,1983-04-17,4,34837228,Ikebukuro
47481,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,2006-09-07,9,48663880,Tokyo
47482,Ronove,ronove@gmail.com,2002-01-12,1,34229887,Osaka
47483,Lisanna Strauss,lisanna.strauss@gmail.com,1984-01-18,1,20106591,Uji
47484,Tanaka Asuka,tanaka.asuka@gmail.com,1996-04-14,4,26208702,Sendai
47485,Annie Leonhart,annie.leonhart@gmail.com,1998-06-17,6,22278339,Shibuya
47486,Natsu Dragneel,natsu.dragneel@gmail.com,1997-03-01,3,38236982,Osaka
47487,Hange Zoe,hange.zoe@gmail.com,2000-10-22,10,23588353,Rokkenjima
47488,Lucy Heartfilia,lucy.heartfilia@gmail.com,1998-07-12,7,35424530,Osaka
47489,Chiba Kazunobu,chiba.kazunobu@gmail.com,2000-08-14,8,48328739,Rokkenjima
47490,Ushiromiya Ange,ushiromiya.ange@gmail.com,2005-02-18,2,27549049,Tokyo
47491,Kudo Shinichi,kudo.shinichi@gmail.com,1980-01-14,1,34534102,Magnolia
47492,Juvia Lockser,juvia.lockser@gmail.com,2000-06-01,6,29594849,Magnolia
47493,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,1982-04-18,4,7761434,Magnolia
47494,Ushiromiya Battler,ushiromiya.battler@gmail.com,1981-01-04,1,31326559,Rokkenjima
47495,Ronove,ronove@gmail.com,1992-02-20,2,37619706,Uji
47496,Layla Heartfilia,layla.heartfilia@gmail.com,1996-10-25,10,47296250,Beika
47497,Amuro Tooru,amuro.tooru@gmail.com,2003-01-18,1,10680708,Magnolia
47498,Suzuki Sonoko,suzuki.sonoko@gmail.com,1988-01-09,1,11222344,Magnolia
47499,Akiyama Mio,akiyama.mio@gmail.com,2003-09-17,9,23207888,Kyoto
47500,Gajeel Redfox,gajeel.redfox@gmail.com,1981-05-28,5,27794857,Uji
47501,Elfman Strauss,elfman.strauss@gmail.com,1986-06-22,6,14476277,Sendai
47502,Natsu Dragneel,natsu.dragneel@gmail.com,1991-12-14,12,34917154,Shibuya
47503,Kudo Shinichi,kudo.shinichi@gmail.com,2006-12-27,12,43662862,Yokohama
47504,Jellal Fernandes,jellal.fernandes@gmail.com,1981-05-14,5,35052650,Sapporo
47505,Eren Yeager,eren.yeager@gmail.com,1980-01-05,1,39228878,Fukuoka
47506,Reiner Braun,reiner.braun@gmail.com,1992-01-15,1,31898695,Shibuya
47507,Toyama Kazuha,toyama.kazuha@gmail.com,2003-05-25,5,29583675,Shinjuku
47508,Mouri Ran,mouri.ran@gmail.com,2003-06-26,6,35142679,Ikebukuro
47509,Eren Yeager,eren.yeager@gmail.com,2006-12-21,12,18617440,Fukuoka
47510,Urushibara Ruka,urushibara.ruka@gmail.com,2009-02-19,2,9655998,Magnolia
47511,Sera Masumi,sera.masumi@gmail.com,1991-09-09,9,21405018,Rokkenjima
47512,Erwin Smith,erwin.smith@gmail.com,2004-07-22,7,4333715,Hakone
47513,Erza Scarlet,erza.scarlet@gmail.com,1981-07-23,7,13497843,Kyoto
47514,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1992-11-15,11,11661643,Rokkenjima
