id,nama,email,tanggal_lahir,bulan_lahir,total_belanja,kota
48122,Levi Ackerman,levi.ackerman@gmail.com,2005-06-24,6,34677796,Magnolia
48123,Wendy Marvell,wendy.marvell@gmail.com,2008-05-04,5,33683273,Magnolia
48124,Gaap,gaap@gmail.com,1998-03-24,3,15665098,Rokkenjima
48125,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1995-07-12,7,39826771,Osaka
48126,Kuroba Kaito,kuroba.kaito@gmail.com,2000-04-25,4,44024026,Osaka
48127,Ushiromiya Eva,ushiromiya.eva@gmail.com,2002-12-13,12,2516008,Beika
48128,Levi Ackerman,levi.ackerman@gmail.com,2006-10-24,10,30064625,Uji
48129,Juvia Lockser,juvia.lockser@gmail.com,2002-10-12,10,40451309,Hakone
48130,Zeke Yeager,zeke.yeager@gmail.com,1997-09-16,9,38370317,Sendai
48131,Hattori Heiji,hattori.heiji@gmail.com,2002-06-20,6,19621142,Rokkenjima
48132,Makise Kurisu,makise.kurisu@gmail.com,2003-06-01,6,32763623,Sapporo
48133,Mirajane Strauss,mirajane.strauss@gmail.com,2009-08-16,8,47390643,Hakone
48134,Nakano Azusa,nakano.azusa@gmail.com,2004-04-01,4,3001394,Rokkenjima
48135,Erza Scarlet,erza.scarlet@gmail.com,2006-04-28,4,24845856,Beika
48136,Historia Reiss,historia.reiss@gmail.com,1995-01-02,1,23224875,Sapporo
48137,Saito Sumire,saito.sumire@gmail.com,2008-01-09,1,31852208,Beika
48138,Ronove,ronove@gmail.com,1998-10-28,10,13772158,Rokkenjima
48139,Chiba Kazunobu,chiba.kazunobu@gmail.com,2006-03-24,3,7946613,Hakone
48140,Kiryuu Moeka,kiryuu.moeka@gmail.com,2003-08-26,8,5239861,Nagoya
48141,Tainaka Ritsu,tainaka.ritsu@gmail.com,2008-02-08,2,18149847,Tokyo
48142,Ushiromiya Eva,ushiromiya.eva@gmail.com,1995-07-11,7,49291863,Sendai
48143,Kisaki Eri,kisaki.eri@gmail.com,2008-06-10,6,44180937,Kyoto
48144,Wendy Marvell,wendy.marvell@gmail.com,2001-08-21,8,38636996,Beika
48145,Ushiromiya Battler,ushiromiya.battler@gmail.com,2005-01-08,1,21838919,Sapporo
48146,Toyama Kazuha,toyama.kazuha@gmail.com,2003-01-12,1,46812213,Tokyo
48147,Oumae Kumiko,oumae.kumiko@gmail.com,2005-06-01,6,31108291,Sendai
48148,Akiyama Mio,akiyama.mio@gmail.com,1996-11-19,11,29190846,Sendai
48149,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2002-03-08,3,15578040,Sendai
48150,Erwin Smith,erwin.smith@gmail.com,1997-12-21,12,49553254,Kobe
48151,Layla Heartfilia,layla.heartfilia@gmail.com,2006-08-27,8,15731580,Osaka
48152,Eren Yeager,eren.yeager@gmail.com,2000-08-04,8,33235673,Sapporo
48153,Layla Heartfilia,layla.heartfilia@gmail.com,2002-10-14,10,6698057,Akihabara
48154,Igneel Dragneel,igneel.dragneel@gmail.com,2005-11-06,11,13063886,Osaka
48155,Wendy Marvell,wendy.marvell@gmail.com,2005-08-26,8,17294111,Kyoto
48156,Hange Zoe,hange.zoe@gmail.com,2005-02-10,2,5343998,Tokyo
48157,Kawashima Sapphire,kawashima.sapphire@gmail.com,2009-11-03,11,9772509,Sapporo
48158,Yokomizo Jugo,yokomizo.jugo@gmail.com,2005-07-14,7,22837990,Uji
48159,Tainaka Ritsu,tainaka.ritsu@gmail.com,2006-10-06,10,29699498,Osaka
48160,Ushiromiya Eva,ushiromiya.eva@gmail.com,2002-10-16,10,32120902,Ikebukuro
48161,Lucy Heartfilia,lucy.heartfilia@gmail.com,2006-01-04,1,24797961,Shinjuku
48162,Sting Eucliffe,sting.eucliffe@gmail.com,1995-12-01,12,2616809,Akihabara
48163,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2008-11-12,11,8448106,Magnolia
48164,Makise Kurisu,makise.kurisu@gmail.com,2003-10-08,10,37833007,Kobe
48165,Kiryuu Moeka,kiryuu.moeka@gmail.com,2004-07-15,7,1473921,Sendai
48166,Jellal Fernandes,jellal.fernandes@gmail.com,1996-08-02,8,45830138,Yokohama
48167,Kousaka Reina,kousaka.reina@gmail.com,2000-05-15,5,43159186,Akihabara
48168,Kenny Ackerman,kenny.ackerman@gmail.com,2003-11-21,11,17747095,Osaka
48169,Takagi Wataru,takagi.wataru@gmail.com,2004-08-04,8,34972260,Nagoya
48170,Saito Sumire,saito.sumire@gmail.com,2001-05-11,5,7122401,Yokohama
48171,Hange Zoe,hange.zoe@gmail.com,2002-05-25,5,48950636,Beika
48172,Sasha Blouse,sasha.blouse@gmail.com,2009-08-16,8,25117843,Beika
48173,Edogawa Conan,edogawa.conan@gmail.com,2008-11-01,11,40958196,Akihabara
48174,Hange Zoe,hange.zoe@gmail.com,2007-11-13,11,23252100,Sapporo
48175,Takagi Wataru,takagi.wataru@gmail.com,2008-06-27,6,49498576,Shibuya
48176,Makise Kurisu,makise.kurisu@gmail.com,1998-07-21,7,19539542,Ikebukuro
48177,Erwin Smith,erwin.smith@gmail.com,1996-07-11,7,41090365,Sapporo
48178,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,2004-09-03,9,49142019,Rokkenjima
48179,Ushiromiya Maria,ushiromiya.maria@gmail.com,2006-06-14,6,43293391,Hakone
48180,Sting Eucliffe,sting.eucliffe@gmail.com,1996-06-21,6,77295,Shibuya
48181,Kasashima Nozomi,kasashima.nozomi@gmail.com,2009-10-25,10,2902595,Kyoto
48182,Gaap,gaap@gmail.com,2002-11-28,11,1854346,Shibuya
48183,Akai Shuichi,akai.shuichi@gmail.com,1999-11-11,11,31521745,Fukuoka
48184,Reiner Braun,reiner.braun@gmail.com,2006-03-15,3,41049202,Shinjuku
48185,Kiryuu Moeka,kiryuu.moeka@gmail.com,2002-04-27,4,32000920,Shibuya
48186,Edogawa Conan,edogawa.conan@gmail.com,1998-01-28,1,44924207,Hakone
48187,Hijiri Kanade,hijiri.kanade@gmail.com,2005-12-03,12,244745,Uji
48188,Kiryuu Moeka,kiryuu.moeka@gmail.com,1996-06-01,6,39204724,Sapporo
48189,Lisanna Strauss,lisanna.strauss@gmail.com,2009-11-19,11,13709614,Nagoya
48190,Annie Leonhart,annie.leonhart@gmail.com,1997-11-17,11,48370627,Sendai
48191,Zeref Alvarez,zeref.alvarez@gmail.com,2008-02-24,2,42997753,Sapporo
48192,Wendy Marvell,wendy.marvell@gmail.com,2006-08-05,8,36417852,Shibuya
48193,Ushiromiya Ange,ushiromiya.ange@gmail.com,2008-03-27,3,565301,Hakone
48194,Natsu Dragneel,natsu.dragneel@gmail.com,1997-10-11,10,43240194,Magnolia
48195,Oumae Kumiko,oumae.kumiko@gmail.com,2009-01-21,1,36955478,Osaka
48196,Haibara Ai,haibara.ai@gmail.com,2005-02-10,2,21311877,Sapporo
48197,Ushiromiya Maria,ushiromiya.maria@gmail.com,1997-12-02,12,16017718,Hakone
48198,Oumae Kumiko,oumae.kumiko@gmail.com,2003-10-16,10,38426922,Beika
48199,Goto Hazuki,goto.hazuki@gmail.com,1997-04-14,4,18212222,Beika
48200,Natsu Dragneel,natsu.dragneel@gmail.com,2007-03-18,3,13380244,Sendai
48201,Manabe Nodoka,manabe.nodoka@gmail.com,1997-07-06,7,7817539,Sendai
48202,Gajeel Redfox,gajeel.redfox@gmail.com,2007-06-01,6,44550467,Yokohama
48203,Kasashima Nozomi,kasashima.nozomi@gmail.com,2001-12-01,12,20270483,Hakone
48204,Akai Shuichi,akai.shuichi@gmail.com,2004-02-10,2,40533054,Sendai
48205,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2001-05-16,5,15260835,Magnolia
48206,Zeke Yeager,zeke.yeager@gmail.com,1998-01-05,1,25198604,Sendai
48207,Levi Ackerman,levi.ackerman@gmail.com,1997-12-27,12,1473107,Kobe
48208,Yokomizo Jugo,yokomizo.jugo@gmail.com,2001-06-07,6,8727548,Tokyo
48209,Oumae Kumiko,oumae.kumiko@gmail.com,2000-12-06,12,14192594,Ikebukuro
48210,Hijiri Kanade,hijiri.kanade@gmail.com,2002-09-28,9,5797611,Sapporo
48211,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,1998-02-13,2,36774236,Shibuya
48212,Urushibara Ruka,urushibara.ruka@gmail.com,2002-01-04,1,9442810,Ikebukuro
48213,Hattori Heiji,hattori.heiji@gmail.com,2008-08-21,8,12368239,Yokohama
48214,Kisaki Eri,kisaki.eri@gmail.com,1999-08-04,8,33434150,Nagoya
48215,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1995-07-09,7,14243892,Shibuya
48216,Hijiri Kanade,hijiri.kanade@gmail.com,1997-03-13,3,1391415,Rokkenjima
48217,Farah Nae,farah.nae@gmail.com,1996-12-07,12,43398157,Magnolia
48218,Akiyama Mio,akiyama.mio@gmail.com,2006-12-02,12,45002533,Sendai
48219,Hijiri Kanade,hijiri.kanade@gmail.com,2002-03-26,3,9763079,Sendai
48220,Manabe Nodoka,manabe.nodoka@gmail.com,2009-11-09,11,44624900,Shinjuku
48221,Erza Scarlet,erza.scarlet@gmail.com,1995-08-15,8,49209186,Shinjuku
48222,Yoshii Junna,yoshii.junna@gmail.com,2007-11-20,11,34949043,Ikebukuro
48223,Ushiromiya Eva,ushiromiya.eva@gmail.com,2000-01-11,1,25442290,Hakone
48224,Takagi Wataru,takagi.wataru@gmail.com,2009-03-18,3,30193592,Akihabara
48225,Ronove,ronove@gmail.com,2009-08-01,8,44233944,Nagoya
48226,Okabe Rintarou,okabe.rintarou@gmail.com,2004-11-10,11,40530029,Magnolia
48227,Tanaka Asuka,tanaka.asuka@gmail.com,1997-07-10,7,3152764,Magnolia
48228,Igneel Dragneel,igneel.dragneel@gmail.com,2006-08-07,8,23324962,Hakone
48229,Kousaka Reina,kousaka.reina@gmail.com,2003-11-13,11,3485475,Shinjuku
48230,Hattori Heiji,hattori.heiji@gmail.com,2007-01-10,1,39962588,Tokyo
48231,Hange Zoe,hange.zoe@gmail.com,2005-01-09,1,49965697,Sendai
48232,Akai Shuichi,akai.shuichi@gmail.com,2005-07-15,7,48076487,Shibuya
48233,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2003-11-13,11,16111791,Fukuoka
48234,Shiina Mayuri,shiina.mayuri@gmail.com,2008-10-28,10,32377721,Shinjuku
48235,Kisaki Eri,kisaki.eri@gmail.com,2002-07-21,7,30318172,Tokyo
48236,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1999-06-04,6,33028707,Nagoya
48237,Yokomizo Jugo,yokomizo.jugo@gmail.com,2000-03-04,3,22420929,Uji
48238,Amane Suzuha,amane.suzuha@gmail.com,2001-12-28,12,7052441,Magnolia
48239,Manabe Nodoka,manabe.nodoka@gmail.com,2009-11-05,11,27426782,Yokohama
48240,Mikasa Ackerman,mikasa.ackerman@gmail.com,1997-06-07,6,26468861,Shinjuku
48241,Virgilia,virgilia@gmail.com,2004-09-03,9,46625112,Hakone
48242,Juvia Lockser,juvia.lockser@gmail.com,2003-02-02,2,31864955,Sendai
48243,Igneel Dragneel,igneel.dragneel@gmail.com,1998-01-02,1,13382656,Nagoya
48244,Tainaka Ritsu,tainaka.ritsu@gmail.com,2006-11-17,11,40090985,Shibuya
48245,Lucy Heartfilia,lucy.heartfilia@gmail.com,1995-12-16,12,10562941,Magnolia
48246,Toyama Kazuha,toyama.kazuha@gmail.com,1998-10-04,10,13057846,Fukuoka
48247,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2003-08-16,8,19217802,Fukuoka
48248,Suzuki Jun,suzuki.jun@gmail.com,2001-05-05,5,949873,Yokohama
48249,Makise Kurisu,makise.kurisu@gmail.com,2000-01-18,1,12590478,Sapporo
48250,Saito Sumire,saito.sumire@gmail.com,1996-11-11,11,33051681,Shibuya
48251,Edogawa Conan,edogawa.conan@gmail.com,2001-06-23,6,42971222,Akihabara
48252,Elfman Strauss,elfman.strauss@gmail.com,2007-01-26,1,7672563,Nagoya
48253,Ushiromiya Battler,ushiromiya.battler@gmail.com,2000-03-14,3,39886767,Uji
48254,Kudo Shinichi,kudo.shinichi@gmail.com,1996-07-08,7,19513238,Rokkenjima
48255,Goto Hazuki,goto.hazuki@gmail.com,2001-04-08,4,8972530,Kyoto
48256,Sting Eucliffe,sting.eucliffe@gmail.com,1999-08-19,8,37651062,Sapporo
48257,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,1999-01-12,1,38462379,Ikebukuro
48258,Jean Kirstein,jean.kirstein@gmail.com,2009-02-26,2,1788012,Osaka
48259,Sasha Blouse,sasha.blouse@gmail.com,2006-11-16,11,13836911,Shinjuku
48260,Saito Sumire,saito.sumire@gmail.com,1997-06-07,6,46379357,Uji
48261,Elfman Strauss,elfman.strauss@gmail.com,2003-04-07,4,1967284,Shinjuku
48262,Kato Yuko,kato.yuko@gmail.com,2007-11-09,11,6510944,Hakone
48263,Goto Hazuki,goto.hazuki@gmail.com,2007-02-23,2,14213640,Akihabara
48264,Kuroba Kaito,kuroba.kaito@gmail.com,2002-04-18,4,37676523,Tokyo
48265,Makise Kurisu,makise.kurisu@gmail.com,1999-04-01,4,32642952,Kobe
48266,Ronove,ronove@gmail.com,1999-07-11,7,22493511,Nagoya
48267,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1997-05-18,5,28057688,Fukuoka
48268,Sasha Blouse,sasha.blouse@gmail.com,2003-08-10,8,42535191,Fukuoka
48269,Kawashima Sapphire,kawashima.sapphire@gmail.com,2006-06-14,6,29034864,Nagoya
48270,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,2000-10-11,10,45105609,Osaka
48271,Hirasawa Yui,hirasawa.yui@gmail.com,2003-11-05,11,23076121,Sapporo
48272,Hange Zoe,hange.zoe@gmail.com,2008-05-05,5,35436533,Beika
48273,Edogawa Conan,edogawa.conan@gmail.com,2007-01-13,1,23378497,Fukuoka
48274,Yoshii Junna,yoshii.junna@gmail.com,1995-02-22,2,4616408,Fukuoka
48275,Elfman Strauss,elfman.strauss@gmail.com,2000-06-06,6,10174390,Sendai
48276,Hashida Itaru,hashida.itaru@gmail.com,2006-05-22,5,18728844,Nagoya
48277,Kousaka Reina,kousaka.reina@gmail.com,2006-11-08,11,13837302,Kobe
48278,Tanaka Asuka,tanaka.asuka@gmail.com,2009-02-26,2,47356869,Sapporo
48279,Kudo Shinichi,kudo.shinichi@gmail.com,1995-08-21,8,26743746,Uji
48280,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2001-03-22,3,29227567,Osaka
48281,Yamamura Misao,yamamura.misao@gmail.com,2008-10-05,10,23284727,Kyoto
48282,Kasashima Nozomi,kasashima.nozomi@gmail.com,2007-01-09,1,47305763,Akihabara
48283,Amane Suzuha,amane.suzuha@gmail.com,2002-06-15,6,7676792,Akihabara
48284,Farah Nae,farah.nae@gmail.com,1999-04-13,4,5022481,Tokyo
48285,Mirajane Strauss,mirajane.strauss@gmail.com,2000-04-11,4,33093618,Kobe
48286,Oumae Kumiko,oumae.kumiko@gmail.com,1997-03-03,3,23023553,Tokyo
48287,Ushiromiya Battler,ushiromiya.battler@gmail.com,2004-03-09,3,15523643,Fukuoka
48288,Yamamura Misao,yamamura.misao@gmail.com,2001-12-28,12,13846263,Yokohama
48289,Wendy Marvell,wendy.marvell@gmail.com,1995-09-01,9,49450651,Hakone
48290,Kenny Ackerman,kenny.ackerman@gmail.com,1995-09-26,9,25932927,Osaka
48291,Suzuki Jun,suzuki.jun@gmail.com,1998-12-09,12,34477741,Osaka
48292,Juvia Lockser,juvia.lockser@gmail.com,2000-03-23,3,31046390,Nagoya
48293,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2006-05-15,5,22966410,Akihabara
48294,Hange Zoe,hange.zoe@gmail.com,2000-08-08,8,27524388,Kobe
48295,Ronove,ronove@gmail.com,1999-10-25,10,45177734,Sendai
48296,Levy McGarden,levy.mcgarden@gmail.com,2000-09-05,9,31754871,Beika
48297,Goto Hazuki,goto.hazuki@gmail.com,2003-12-21,12,20217870,Beika
48298,Juvia Lockser,juvia.lockser@gmail.com,2005-07-07,7,6453377,Kobe
48299,Eren Yeager,eren.yeager@gmail.com,1995-07-19,7,2467726,Hakone
48300,Akai Shuichi,akai.shuichi@gmail.com,2001-09-01,9,39178796,Rokkenjima
48301,Shiina Mayuri,shiina.mayuri@gmail.com,2006-10-26,10,9893204,Beika
48302,Okabe Rintarou,okabe.rintarou@gmail.com,2003-09-13,9,47522210,Kobe
48303,Megure Juzo,megure.juzo@gmail.com,2007-11-24,11,418186,Akihabara
48304,Mikasa Ackerman,mikasa.ackerman@gmail.com,2008-02-27,2,23898678,Yokohama
48305,Natsu Dragneel,natsu.dragneel@gmail.com,2000-12-25,12,32367868,Nagoya
48306,Kiryuu Moeka,kiryuu.moeka@gmail.com,2009-12-08,12,11160868,Shibuya
48307,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,2005-01-22,1,44343991,Yokohama
48308,Tanaka Asuka,tanaka.asuka@gmail.com,1997-02-07,2,2014775,Fukuoka
48309,Kudo Shinichi,kudo.shinichi@gmail.com,1997-01-20,1,16949908,Akihabara
48310,Wendy Marvell,wendy.marvell@gmail.com,2002-05-23,5,20165392,Nagoya
48311,Connie Springer,connie.springer@gmail.com,2003-03-22,3,21819951,Akihabara
48312,Levy McGarden,levy.mcgarden@gmail.com,1995-09-06,9,578858,Tokyo
48313,Kawashima Sapphire,kawashima.sapphire@gmail.com,2007-01-20,1,27822880,Magnolia
48314,Akai Shuichi,akai.shuichi@gmail.com,2008-08-16,8,46584868,Hakone
48315,Gaap,gaap@gmail.com,2004-05-22,5,5967000,Beika
48316,Ushiromiya Ange,ushiromiya.ange@gmail.com,2004-10-08,10,42909593,Shibuya
48317,Ushiromiya Battler,ushiromiya.battler@gmail.com,2007-03-27,3,23963027,Kyoto
48318,Gaap,gaap@gmail.com,2000-06-08,6,46842519,Ikebukuro
48319,Yoshii Junna,yoshii.junna@gmail.com,2001-11-06,11,14696119,Nagoya
48320,Sera Masumi,sera.masumi@gmail.com,2009-09-17,9,7194463,Sapporo
48321,Hashida Itaru,hashida.itaru@gmail.com,2006-06-24,6,4184419,Tokyo
48322,Kousaka Reina,kousaka.reina@gmail.com,1999-07-21,7,13648006,Tokyo
48323,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2001-08-20,8,41156998,Osaka
48324,Jellal Fernandes,jellal.fernandes@gmail.com,2007-11-15,11,47303788,Magnolia
48325,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1998-08-19,8,32408175,Hakone
48326,Hattori Heiji,hattori.heiji@gmail.com,2007-07-01,7,6077814,Akihabara
48327,Shiina Mayuri,shiina.mayuri@gmail.com,2003-12-08,12,24420973,Kyoto
48328,Kato Yuko,kato.yuko@gmail.com,1995-09-22,9,30426912,Uji
48329,Mikasa Ackerman,mikasa.ackerman@gmail.com,2009-10-13,10,633305,Akihabara
48330,Hirasawa Yui,hirasawa.yui@gmail.com,1997-10-04,10,34266733,Kobe
48331,Kato Yuko,kato.yuko@gmail.com,1999-04-08,4,16474976,Magnolia
48332,Mirajane Strauss,mirajane.strauss@gmail.com,2000-01-10,1,7270277,Tokyo
48333,Hattori Heiji,hattori.heiji@gmail.com,2006-03-20,3,29611610,Uji
48334,Eren Yeager,eren.yeager@gmail.com,2003-12-13,12,46316836,Fukuoka
48335,Sting Eucliffe,sting.eucliffe@gmail.com,2003-04-16,4,46470223,Sendai
48336,Kousaka Reina,kousaka.reina@gmail.com,1996-11-11,11,4665879,Sapporo
48337,Tainaka Ritsu,tainaka.ritsu@gmail.com,1999-07-22,7,29187416,Beika
48338,Zeref Alvarez,zeref.alvarez@gmail.com,2000-12-23,12,9327253,Yokohama
48339,Erza Scarlet,erza.scarlet@gmail.com,1998-05-02,5,169812,Hakone
48340,Akai Shuichi,akai.shuichi@gmail.com,1995-11-12,11,24640343,Shinjuku
48341,Zeke Yeager,zeke.yeager@gmail.com,1998-09-18,9,4044259,Shinjuku
48342,Armin Arlert,armin.arlert@gmail.com,2003-09-13,9,7372446,Sapporo
48343,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2002-06-09,6,2719175,Fukuoka
48344,Amane Suzuha,amane.suzuha@gmail.com,2005-06-20,6,6910053,Osaka
48345,Ushiromiya Battler,ushiromiya.battler@gmail.com,1998-01-04,1,24714259,Shinjuku
48346,Amuro Tooru,amuro.tooru@gmail.com,1995-04-21,4,46935963,Shibuya
48347,Hange Zoe,hange.zoe@gmail.com,2007-03-27,3,41624331,Hakone
48348,Yamamura Misao,yamamura.misao@gmail.com,2003-11-11,11,40782707,Magnolia
48349,Reiner Braun,reiner.braun@gmail.com,1998-11-11,11,44902247,Kobe
48350,Bertolt Hoover,bertolt.hoover@gmail.com,2006-09-09,9,35182874,Ikebukuro
48351,Ushiromiya Ange,ushiromiya.ange@gmail.com,2000-12-27,12,27339688,Beika
48352,Lucy Heartfilia,lucy.heartfilia@gmail.com,2004-08-19,8,10839769,Magnolia
48353,Sato Miwako,sato.miwako@gmail.com,1996-03-07,3,47147584,Hakone
48354,Virgilia,virgilia@gmail.com,2003-11-09,11,10346886,Shibuya
48355,Hijiri Kanade,hijiri.kanade@gmail.com,2002-03-12,3,47339573,Osaka
48356,Hirasawa Yui,hirasawa.yui@gmail.com,1997-02-08,2,24576469,Nagoya
48357,Haibara Ai,haibara.ai@gmail.com,1995-10-09,10,32743853,Shinjuku
48358,Yokomizo Jugo,yokomizo.jugo@gmail.com,1998-09-07,9,19390000,Yokohama
48359,Bertolt Hoover,bertolt.hoover@gmail.com,1996-10-28,10,17263978,Rokkenjima
48360,Eren Yeager,eren.yeager@gmail.com,2005-04-23,4,38478896,Rokkenjima
48361,Tainaka Ritsu,tainaka.ritsu@gmail.com,2009-05-04,5,35122158,Rokkenjima
48362,Akiyama Mio,akiyama.mio@gmail.com,2009-06-21,6,14789615,Rokkenjima
48363,Hashida Itaru,hashida.itaru@gmail.com,2005-04-13,4,12747279,Osaka
48364,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,2005-06-16,6,43349629,Shibuya
48365,Yokomizo Jugo,yokomizo.jugo@gmail.com,2003-09-07,9,48748666,Rokkenjima
48366,Zeke Yeager,zeke.yeager@gmail.com,1999-02-08,2,28784408,Akihabara
48367,Juvia Lockser,juvia.lockser@gmail.com,2007-09-02,9,28189770,Nagoya
48368,Jellal Fernandes,jellal.fernandes@gmail.com,2004-08-01,8,47765806,Hakone
48369,Haibara Ai,haibara.ai@gmail.com,1995-12-02,12,22405112,Fukuoka
48370,Armin Arlert,armin.arlert@gmail.com,2009-05-09,5,14351238,Sendai
48371,Bertolt Hoover,bertolt.hoover@gmail.com,1998-04-25,4,47061012,Shinjuku
48372,Wendy Marvell,wendy.marvell@gmail.com,2001-05-04,5,45034549,Osaka
48373,Akai Shuichi,akai.shuichi@gmail.com,2007-11-01,11,17408405,Sapporo
48374,Lucy Heartfilia,lucy.heartfilia@gmail.com,2000-04-06,4,23013301,Uji
48375,Levi Ackerman,levi.ackerman@gmail.com,2007-11-12,11,11037113,Sapporo
48376,Akiyama Mio,akiyama.mio@gmail.com,1999-12-05,12,24161567,Beika
48377,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,2008-03-02,3,47514062,Magnolia
48378,Manabe Nodoka,manabe.nodoka@gmail.com,2001-12-22,12,46923123,Fukuoka
48379,Elfman Strauss,elfman.strauss@gmail.com,2005-06-27,6,39057385,Hakone
48380,Kuroba Kaito,kuroba.kaito@gmail.com,1998-03-09,3,28354215,Sendai
48381,Ushiromiya Eva,ushiromiya.eva@gmail.com,2003-11-13,11,29639239,Sapporo
48382,Kasashima Nozomi,kasashima.nozomi@gmail.com,1996-10-10,10,46457059,Fukuoka
48383,Edogawa Conan,edogawa.conan@gmail.com,2007-01-16,1,30929226,Sapporo
48384,Gajeel Redfox,gajeel.redfox@gmail.com,2002-07-25,7,11728771,Akihabara
48385,Rogue Oro,rogue.oro@gmail.com,2000-09-22,9,24535493,Kyoto
48386,Kudo Shinichi,kudo.shinichi@gmail.com,2001-06-10,6,49518964,Hakone
48387,Sera Masumi,sera.masumi@gmail.com,2008-05-11,5,875208,Sapporo
48388,Shiina Mayuri,shiina.mayuri@gmail.com,2005-07-08,7,5244347,Hakone
48389,Tainaka Ritsu,tainaka.ritsu@gmail.com,2006-01-04,1,17187634,Rokkenjima
48390,Sting Eucliffe,sting.eucliffe@gmail.com,1998-01-12,1,15962347,Kyoto
48391,Ushiromiya Battler,ushiromiya.battler@gmail.com,2009-01-02,1,40470375,Ikebukuro
48392,Nakano Azusa,nakano.azusa@gmail.com,2001-09-27,9,33919495,Akihabara
48393,Mikasa Ackerman,mikasa.ackerman@gmail.com,2002-12-13,12,36681344,Ikebukuro
48394,Farah Nae,farah.nae@gmail.com,1998-07-22,7,16016433,Sapporo
48395,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2009-10-13,10,4400401,Rokkenjima
48396,Shiina Mayuri,shiina.mayuri@gmail.com,2005-12-03,12,38571718,Kobe
48397,Layla Heartfilia,layla.heartfilia@gmail.com,2005-04-14,4,18149946,Sapporo
48398,Reiner Braun,reiner.braun@gmail.com,2003-10-20,10,39198539,Kobe
48399,Kasashima Nozomi,kasashima.nozomi@gmail.com,2004-08-04,8,27725869,Sapporo
48400,Hashida Itaru,hashida.itaru@gmail.com,1995-06-09,6,20317366,Sendai
48401,Jean Kirstein,jean.kirstein@gmail.com,2003-04-17,4,10673494,Beika
48402,Hange Zoe,hange.zoe@gmail.com,2001-09-05,9,9288252,Ikebukuro
48403,Ushiromiya Maria,ushiromiya.maria@gmail.com,2006-08-05,8,29458967,Beika
48404,Rogue Oro,rogue.oro@gmail.com,1998-06-28,6,29238454,Fukuoka
48405,Layla Heartfilia,layla.heartfilia@gmail.com,1996-03-28,3,44040815,Kobe
48406,Suzuki Jun,suzuki.jun@gmail.com,2005-05-02,5,36805306,Ikebukuro
48407,Hattori Heiji,hattori.heiji@gmail.com,2008-11-23,11,36096347,Sendai
48408,Eren Yeager,eren.yeager@gmail.com,2002-02-24,2,21302711,Yokohama
48409,Takagi Wataru,takagi.wataru@gmail.com,1996-12-14,12,19999300,Yokohama
48410,Natsu Dragneel,natsu.dragneel@gmail.com,1996-04-07,4,36147028,Sendai
48411,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1999-05-04,5,11030196,Magnolia
48412,Sato Miwako,sato.miwako@gmail.com,2004-02-15,2,9088143,Osaka
48413,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,2002-07-02,7,17116192,Shinjuku
48414,Farah Nae,farah.nae@gmail.com,2008-08-09,8,663130,Osaka
48415,Hakuba Saguru,hakuba.saguru@gmail.com,1999-05-24,5,28860426,Yokohama
48416,Miyano Shiho,miyano.shiho@gmail.com,2002-07-02,7,10500224,Osaka
48417,Amuro Tooru,amuro.tooru@gmail.com,1997-09-02,9,2293677,Magnolia
48418,Annie Leonhart,annie.leonhart@gmail.com,2000-09-13,9,30047917,Shibuya
48419,Sato Miwako,sato.miwako@gmail.com,1996-05-06,5,2642669,Kyoto
48420,Amuro Tooru,amuro.tooru@gmail.com,2009-12-02,12,27681453,Tokyo
48421,Sting Eucliffe,sting.eucliffe@gmail.com,2009-02-22,2,10809175,Fukuoka
48422,Hijiri Kanade,hijiri.kanade@gmail.com,1996-02-03,2,27704834,Kyoto
48423,Akai Shuichi,akai.shuichi@gmail.com,2002-08-06,8,19436543,Hakone
48424,Suzuki Jun,suzuki.jun@gmail.com,2007-02-15,2,21729678,Yokohama
